timestamp,sample
2025-05-25T00:37:52.926350,0.9124322434217572
2025-05-25T00:37:52.988675,0.04914859932104715
2025-05-25T00:37:53.148730,0.6233592295394811
2025-05-25T00:37:53.323833,0.7769642472358671
2025-05-25T00:37:53.468227,0.03141027874227275
2025-05-25T00:37:53.549451,0.03141027874227275
2025-05-25T00:37:53.676696,0.7920787544015163
2025-05-25T00:37:53.741082,0.5771189535197292
2025-05-25T00:37:53.860829,0.08944707019329899
2025-05-25T00:37:53.944973,0.9106297023162072
2025-05-25T00:37:54.033517,0.3771162439017467
2025-05-25T00:37:54.140970,0.15442306426826766
2025-05-25T00:37:54.217426,0.9693045442874156
2025-05-25T00:37:54.335870,0.25607438288450446
2025-05-25T00:37:54.439768,0.2157481706852882
2025-05-25T00:37:54.506174,0.9700032386386364
2025-05-25T00:37:54.596138,0.192425456473858
2025-05-25T00:37:54.725400,0.30571329403096964
2025-05-25T00:37:54.825446,0.9580873709867009
2025-05-25T00:37:54.917620,0.12300955979030137
2025-05-25T00:37:55.014904,0.4116767761223302
2025-05-25T00:37:55.094233,0.9304718477143082
2025-05-25T00:37:55.186337,0.06397149998000044
2025-05-25T00:37:55.254455,0.5654230810420933
2025-05-25T00:37:55.365993,0.8226464709806366
2025-05-25T00:37:55.456151,0.037332729475611504
2025-05-25T00:37:55.541189,0.7530325141254967
2025-05-25T00:37:55.624514,0.6201063976661157
2025-05-25T00:37:55.697355,0.07155714003692822
2025-05-25T00:37:55.784727,0.9040537175313573
2025-05-25T00:37:55.876437,0.42928026094911464
2025-05-25T00:37:55.983610,0.13140227891775277
2025-05-25T00:37:56.068063,0.9568686880416817
2025-05-25T00:37:56.170889,0.28796078021514365
2025-05-25T00:37:56.267851,0.2038793987744785
2025-05-25T00:37:56.372854,0.2038793987744785
2025-05-25T00:37:56.477055,0.9585499414851545
2025-05-25T00:37:56.568028,0.2054180747002969
2025-05-25T00:37:56.663194,0.29381420020464066
2025-05-25T00:37:56.753259,0.9665439596808845
2025-05-25T00:37:56.850500,0.12709527661973866
2025-05-25T00:37:56.944818,0.3705344527926484
2025-05-25T00:37:57.033790,0.9497707792216171
2025-05-25T00:37:57.123879,0.09071930035083102
2025-05-25T00:37:57.207799,0.5153538567541099
2025-05-25T00:37:57.264517,0.8502710263129712
2025-05-25T00:37:57.366263,0.046622203125866915
2025-05-25T00:37:57.447510,0.7035239227010505
2025-05-25T00:37:57.522853,0.6838482252647361
2025-05-25T00:37:57.600835,0.055537491435671736
2025-05-25T00:37:57.722300,0.8633662229344646
2025-05-25T00:37:57.797687,0.47834112025929754
2025-05-25T00:37:57.881264,0.1106543469369059
2025-05-25T00:37:57.952261,0.941858694712503
2025-05-25T00:37:58.157800,0.3172620729609802
2025-05-25T00:37:58.373270,0.20402133114499424
2025-05-25T00:37:58.600854,0.9560325773499162
2025-05-25T00:37:58.785700,0.20815930489266687
2025-05-25T00:37:58.996224,0.27576943473498
2025-05-25T00:37:59.128444,0.975267639290493
2025-05-25T00:37:59.214231,0.14833610101455838
2025-05-25T00:37:59.299533,0.3332959147992883
